date,close,position,strategy_equity,benchmark_equity,strategy_ret,ret
2023-01-02,99.78749135548938,0.0,1.0,1.0,0.0,0.0
2023-01-03,100.83170300515818,0.0,1.0,1.0104643541538572,0.0,0.010464354153857158
2023-01-04,102.0475517652193,0.0,1.0,1.022648734616231,0.0,0.01205819919553397
2023-01-05,102.39300649961514,0.0,1.0,1.026110638805857,0.0,0.0033852329469954423
2023-01-06,102.82243061906033,0.0,1.0,1.0304140250681229,0.0,0.00419388134136689
2023-01-09,102.51298369860633,0.0,1.0,1.0273129658446616,-0.0,-0.0030095273822152713
2023-01-10,101.86098395446699,0.0,1.0,1.0207790833381196,-0.0,-0.006360167469676381
2023-01-11,101.22730821787802,0.0,1.0,1.014428831137355,-0.0,-0.006220985818006897
2023-01-12,100.52167400479483,0.0,1.0,1.0073574617352585,-0.0,-0.006970789063800886
2023-01-13,101.37523321766493,0.0,1.0,1.0159112313638516,0.0,0.008491295248717945
2023-01-16,101.43615528058557,0.0,1.0,1.016521749396654,0.0,0.0006009560815494197
2023-01-17,101.65004198222147,0.0,1.0,1.0186651713699948,0.0,0.0021085844691595135
2023-01-18,101.2431483799298,0.0,1.0,1.0145875700918734,-0.0,-0.004002886711673259
2023-01-19,100.48010180318205,0.0,1.0,1.0069408543925136,-0.0,-0.007536772502217182
2023-01-20,99.63458236516006,0.0,1.0,0.9984676537284157,-0.0,-0.008414794798657477
2023-01-23,99.08416331227531,0.0,1.0,0.992951741409066,-0.0,-0.005524377578735362
2023-01-24,99.68178365996475,0.0,1.0,0.9989406718809268,0.0,0.006031441632160517
2023-01-25,99.82087329994134,0.0,1.0,1.0003345303504327,0.0,0.001395336588789986
2023-01-26,99.58348026232619,0.0,1.0,0.997955544423535,-0.0,-0.002378190350046605
2023-01-27,99.52222945664472,0.0,1.0,0.9973417319621788,-0.0,-0.0006150699445341967
2023-01-30,98.52266470327298,0.0,1.0,0.9873247975769778,-0.0,-0.010043633053931855
2023-01-31,99.63177291298227,0.0,1.0,0.9984394993762056,0.0,0.01125739151544125
2023-02-01,98.80251315842477,0.0,1.0,0.9901292418149319,-0.0,-0.008323245991835981
2023-02-02,98.97417572902599,0.0,1.0,0.9918495232677412,0.0,0.0017374312162077299
2023-02-03,100.82382170118258,0.0,1.0,1.0103853732729016,0.0,0.018688167479369522
2023-02-06,98.92949372800437,0.0,1.0,0.9914017517042449,-0.0,-0.018788496024208845
2023-02-07,97.96553756928749,0.0,1.0,0.9817416615905169,-0.0,-0.009743870330188642
2023-02-08,97.54474658761752,0.0,1.0,0.977524790558346,-0.0,-0.004295296000109805
2023-02-09,97.7828412781239,0.0,1.0,0.9799108079566407,0.0,0.0024408766113561686
2023-02-10,96.59773322720486,0.0,1.0,0.9680344892435353,-0.0,-0.012119795614736084
2023-02-13,96.56507834536794,0.0,1.0,0.967707245002866,-0.0,-0.0003380501875764885
2023-02-14,96.69407119920882,0.0,1.0,0.9689999205886402,0.0,0.0013358126566163087
2023-02-15,96.9791555112254,0.0,1.0,0.971856834898681,0.0,0.0029483122230860026
2023-02-16,95.29578228644746,0.0,1.0,0.9549872533317793,-0.0,-0.017358093251111928
2023-02-17,95.94445197870643,0.0,1.0,0.9614877644023312,0.0,0.006806908728753003
2023-02-20,97.33627984097066,0.0,1.0,0.9754356835589105,0.0,0.014506600783681822
2023-02-21,97.83733754044415,0.0,1.0,0.9804569311388149,0.0,0.005147697243947702
2023-02-22,97.43412146568889,0.0,1.0,0.9764161834531273,-0.0,-0.004121290346730699
2023-02-23,97.1189686595458,0.0,1.0,0.9732579438595457,-0.0,-0.0032345219662505142
2023-02-24,95.24434711571945,0.0,1.0,0.9544718062549027,-0.0,-0.019302321366260644
2023-02-27,95.76947067740879,0.0,1.0,0.9597342249664684,0.0,0.005513435469837624
2023-02-28,97.09294731641126,0.0,1.0,0.9729971762745399,0.0,0.013819400166264595
2023-03-01,97.76624371500316,0.0,1.0,0.979744478861728,0.0,0.006934555157726674
2023-03-02,95.62925181058088,0.0,1.0,0.9583290501802982,-0.0,-0.021858177456953176
